Headline,Body ID,Stance
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,75,unrelated
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,822,unrelated
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,2521,unrelated
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1901,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,2070,unrelated
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,1939,unrelated
Michael Zehaf-Bibeau ID’d as Canadian Shooting Suspect in Ottawa,431,unrelated
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,2410,unrelated
Strange mark turns out to be tropical spider burrowing under vacationer's skin,859,unrelated
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,105,unrelated
Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus,1457,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,7,unrelated
Mexico Says Students Not Among Dead in Mass Grave,2375,unrelated
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,1631,unrelated
"""This is the recording you thought you'd lost forever""",1864,unrelated
Man who slaps people around the head for sneezing hunted by police,1317,unrelated
Not coming to a store near you: The pumpkin spice condom,1853,unrelated
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,2046,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,2304,unrelated
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,2080,unrelated
Rumors about Fidel Castro’s death again circulate on the Internet,1918,discuss
Meteor Leaves 40-Foot Crater Near Managua's Airport,816,unrelated
A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,1826,unrelated
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,692,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,704,unrelated
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,831,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,2370,unrelated
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,1608,discuss
Weatherman caught peeing live on camera,1289,unrelated
ISIL militant 'Jihadi John' named by media,1465,unrelated
Pentagon: Airstrike killed terror leader in Somalia,2506,unrelated
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,267,unrelated
CNN audio: Is this the moment Michael Brown was shot?,1252,unrelated
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,2314,unrelated
Christian Bale Won't Play Steve Jobs After All,1368,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1846,discuss
11 jetliners 'missing' after Islamist takeover of airport,2176,unrelated
Founding Fathers-Era Time Capsule Found in Boston,649,unrelated
Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,571,unrelated
High school student scores $72M playing the stock market,313,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,2109,unrelated
Watch marine take sniper shot to the head and live,709,unrelated
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,1374,unrelated
Michelle Obama’s face blurred by Saudi state television,1342,unrelated
Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,2133,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1893,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',1547,unrelated
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1720,unrelated
White House Fence Jumper Pushed Past Female Guard,1769,unrelated
Meet The College Student Who Claims She Was The ‘Teletubbies’ Sun Baby,2284,discuss
Nun gives birth to surprise baby after complaining of stomach pains,1854,unrelated
Apple Watch Gold Edition rumored to be priced at $1200: Will you buy?,382,unrelated
Christian Bale quits Steve Jobs movie,1803,unrelated
Isilkulskom student has gained superhero powers after shock,2141,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1697,unrelated
Apple Watch won’t be the digital doctor it could have been,116,unrelated
Alleged audio of Michael Brown shooting released,2481,discuss
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,403,unrelated
'Jihadi John' named as Mohammed Emwazi from London,2240,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1422,unrelated
Wife and child of Islamic State leader Baghdadi held in Lebanon,2042,unrelated
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1584,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,26,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1361,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,2415,unrelated
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,1579,discuss
Pentagon: ISIS seized materials airdropped to Kurds,2448,unrelated
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1543,unrelated
'Sex attacker' has penis cut off with a cleaver in India,1256,unrelated
Microsoft Tried Out Robot Security Guards on Its Silicon Valley Campus,2329,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1120,unrelated
Who Should Play Steve Jobs Now That Christian Bale Quit?,1157,discuss
Missing Libyan Jetliners Raise Fears of Suicide Airliner Attacks on 9/11,723,unrelated
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,1560,unrelated
Government fires employee who skipped work for 24 years,320,unrelated
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,942,discuss
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,2481,discuss
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,2389,discuss
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1780,discuss
Mexican investigators fear mass grave might hold 43 missing students,1825,unrelated
Customer: I was fired for Comcast complaint,1355,unrelated
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,1628,unrelated
Russian TV actor wakes up to find his testicles stolen,691,unrelated
Guantanamo detainee who was swapped in prisoner deal for Bowe Bergdahl 'tried to rejoin 'Al Qaeda',2207,discuss
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,80,unrelated
BATMAN VS. SUPERMAN BATMOBILE STOLEN,964,unrelated
Meteorite strike in Nicaragua puzzles experts,1071,unrelated
REPORTS: JORDANIAN KING PERSONALLY FLYING SORTIES AGAINST ISIS,699,unrelated
Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,2280,unrelated
Nigeria says ceasefire agreed with Boko Haram,922,discuss
Homeland Security: No ISIL fighters on U.S. border,2261,discuss
Missing Libyan jetliners raise fears of terror attacks on 9/11,126,unrelated
Has a woman aborted her baby because it's a boy?,1494,discuss
US Marine survives headshot in Afghanistan,1357,unrelated
Hilarious: North Dakota Pays Special Tribute to President Obama,2526,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,2415,unrelated
Woman Dumped by Boyfriend Spends Entire Week Mourning at KFC,187,unrelated
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,1385,unrelated
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,1996,discuss
Amazon's Newest Tablet Will Come With Free News From The Washington Post,2496,unrelated
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,2087,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',1543,discuss
REPORT: Apple Isn't Happy With The Battery Life Of Its New Smartwatch,1048,unrelated
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,2052,discuss
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,125,unrelated
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,859,unrelated
Michael Brown shooting audio caught on tape?,2345,discuss
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,2314,unrelated
Christian Bale to Play Steve Jobs in New Movie,630,unrelated
American hostage in Yemen freed in military raid-Defence Ministry,2247,discuss
‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle,1024,discuss
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1786,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1549,unrelated
Christian Bale won't play Steve Jobs,2017,discuss
REPORT: Alleged New Audio of Michael Brown Shooting,1627,unrelated
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2141,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,720,unrelated
Video shows ISIL beheading of photojournalist James Foley,1166,unrelated
Christian Bale to play Steve Jobs in upcoming biopic,304,unrelated
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,2009,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1627,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,2264,discuss
YPG Confirms: Gill Rosenberg Not Captured in Kobani,573,unrelated
CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,1359,unrelated
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,950,unrelated
Questions raised over Nicaragua 'meteorite',961,discuss
'Banksy' Reacts To Paris Attack With Poignant Drawing,740,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',938,unrelated
REPORT: The Batmobile Might Have Been Stolen In Detroit,1538,discuss
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),2501,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,1351,unrelated
Iraqi airstrike kills key ISIL leader,81,unrelated
Government fires employee who skipped work for 24 years,1844,unrelated
Isis militants claim to have killed US journalist James Foley,2067,discuss
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1708,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,568,unrelated
British aid worker David Haines beheaded by ISIL,68,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,2096,unrelated
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,1237,unrelated
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',121,unrelated
6 hidden mass graves may hold missing Mexican students,1795,discuss
ISIS fighters seize weapons airdrop meant for Kurds,1572,unrelated
‘Photo of slain IS leader’ reported to be doctored,1916,unrelated
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,760,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,687,unrelated
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',80,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,2356,discuss
ISLAMIC STATE ‘FED MURDERED MAN TO HIS OWN MOTHER’,2352,unrelated
Batmobile wasn't stolen: Cops,692,unrelated
Another American hostage at risk by Islamic state,1120,unrelated
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2187,unrelated
Isis tells mother on rescue mission :’You’ve just eaten your son’,1403,unrelated
Report: HBO Now coming to Apple TV next month,551,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,2404,unrelated
Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,2249,discuss
CNN Posts Alleged Audio of Michael Brown Shooting,2020,unrelated
Boko Haram ceasefire ignored as violence flares in Borno state,2156,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,1917,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1574,unrelated
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,2087,unrelated
Iraqi media says ISIS militants have contracted Ebola,568,unrelated
Pentagon: ISIS seized materials airdropped to Kurds,2176,unrelated
Gateway Pundit,1530,discuss
Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,244,unrelated
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,2268,discuss
Has Ebola infected Isis militants in Mosul?,93,unrelated
Meteorite 'caused mysterious boom in Nicaragua',1541,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,2356,discuss
Opposition group: ISIS militants training to fly warplanes in Syria,1171,unrelated
Apple Watch may be powered by Samsung processor,1771,discuss
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1261,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,689,unrelated
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,2072,unrelated
Islamic State claims it executed American photojournalist James Foley,1116,discuss
This College Student Claims She Was The 'Teletubbies' Sun Baby,2284,discuss
ISIL Beheads American Photojournalist in Iraq,481,discuss
US officials: Video shows American's execution,1351,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1950,unrelated
Report: Jose Canseco accidentally shot,2266,unrelated
NBC weatherman caught urinating in the woods live on air,1742,unrelated
Tropical spider 'burrowed under man's skin through scar' - video report,2338,discuss
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,2125,unrelated
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,2113,discuss
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1040,unrelated
NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,1094,unrelated
Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale,2044,unrelated
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,2078,unrelated
AWESOME! Canadian Parliament’s Sergeant-at-Arms Kevin Vickers Takes Out Gunman,2404,unrelated
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),40,unrelated
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,572,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,320,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1821,discuss
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,2106,unrelated
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,1346,discuss
Boy who suffered powerful electric shock claims he now has 'superpowers' like X-Men's Magneto as metal objects stick to him,2215,discuss
Isis militants claim to have killed US journalist James Foley,938,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',1787,unrelated
BREAKING: British-born hostage 'KILLED in failed rescue attempt',1875,unrelated
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,2016,unrelated
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',80,unrelated
ISIS leader dead?,1807,unrelated
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,1478,unrelated
Questions raised over Nicaragua 'meteorite',1071,unrelated
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1024,unrelated
Lynch Mob Castrates Alleged Rapist In Rajasthan,1829,unrelated
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,367,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1873,unrelated
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1459,unrelated
Islamic State fighters training to fly captured jets — watchdog,1293,unrelated
Zack Snyder Responds to Fake Stolen Batmobile Report,1968,unrelated
CNN audio: Is this the moment Michael Brown was shot?,1950,unrelated
Seth Rogen to play Woz in Jobs biopic,1022,unrelated
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1813,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2060,discuss
Dzhokhar Tsarnaev Beaten In Prison? Satirical Site Claims Boston Marathon Bombing Suspect Blinded And Paralyzed,1292,unrelated
Rumors Of Fidel Castro's Death Circulate After Prolonged Absence From Public Life,2377,unrelated
Pentagon: ISIS Got U.S. Weapons Package,104,unrelated
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,551,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,831,unrelated
Rumors of ISIS leader's death debunked,1871,unrelated
Star Wars 7: JJ Abrams want to move release to summer 2015,2434,unrelated
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1943,unrelated
Doubts cast over Nicaragua meteorite claim,388,unrelated
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,2480,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,2295,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,938,unrelated
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,2302,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,2524,unrelated
Mystery woman behind the 'richest hands on the internet' revealed: Former pornstar 'makes $5m a year unwrapping Disney toys on YouTube',229,discuss
ISIS Beheads American Journalist James Foley in Video Message to U.S.,533,unrelated
Mexico Says Students Not Among Dead in Mass Grave,527,unrelated
Islamic State militants allegedly used chlorine gas against Iraqi security forces,2224,discuss
Christian Bale quits Steve Jobs movie,2234,unrelated
Dog Found Abandoned With Suitcase Filled With His Belongings,2268,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,1948,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1934,discuss
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2234,unrelated
Google Said to Buy Redwood City Offices for $585 Million,1724,unrelated
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1222,unrelated
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,15,unrelated
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1912,discuss
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,125,unrelated
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,2022,unrelated
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,2118,unrelated
Vice CEO Throws Down $300K on Lavish Vegas Dinner,2130,discuss
Daash Ebola transferred to Mosul {Google Translate],1438,unrelated
Detroit Police Issue Statement That The Batmobile Is Safe,2431,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,574,unrelated
REPORT: The Batmobile Might Have Been Stolen In Detroit,2055,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,800,unrelated
Islamic State claims to have beheaded American journalist,1786,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,2115,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,800,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2471,discuss
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,81,unrelated
Big Bank Hank of The Sugarhill Gang is dead at 57,2421,unrelated
GCPD Solved Stolen Batmobile Case?,280,unrelated
Jordan Vs ISIS: Reports Say King Abdullah II Could Personally Lead Airstrikes After Pilot’s Death,1840,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2016,unrelated
CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,1909,discuss
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,1906,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1934,discuss
Christian Bale to play Steve Jobs in upcoming biopic,2045,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,1597,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1012,discuss
Kim Jong-Un planning Scottish restaurant,1073,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,1125,unrelated
Vogue’s Rat Infestation: Disturbing New Details,1693,discuss
An accidental delivery of arms to the Islamic State and the problem with airdrops,2336,unrelated
ISIS militants trick mother into ‘eating her kidnapped son’,1948,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',1009,unrelated
Hospital: Man not being treated for Ebola in Kansas City,1400,unrelated
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,346,discuss
Isis claims to behead US journalist,1120,unrelated
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,1358,unrelated
Sugarhill Gang co-founder Big Bank Hank dies,105,unrelated
Alleged audio of Michael Brown shooting released,1461,discuss
Report: Possible audio tape of Michael Brown shooting,1299,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2477,discuss
Audio may have captured Michael Brown shooting,2044,unrelated
British Man Slaps People If They Sneeze In Public,2114,unrelated
ISIL Beheads American Photojournalist in Iraq,1034,unrelated
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,944,unrelated
Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt,2072,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2403,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,320,unrelated
Nicaragua says meteorite probable cause of blast in capital,1071,unrelated
Did a plumber's pick-up truck from Texas end up carrying an anti-aircraft gun for Islamic fighters on the front lines of Syria?,1467,unrelated
UPDATE: Internet report of Ebola outbreak in Purdon not true,958,unrelated
That’s one way to clean it: Apple Watch will reportedly survive a trip through the shower,405,unrelated
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,1296,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2453,unrelated
Islamic State claims to have beheaded American journalist,2096,discuss
Mystery man slaps shoppers around head for sneezing,1506,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1589,discuss
SEE IT: California homeless man uses $100 gift to give food to others,1148,unrelated
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,570,unrelated
ISIS Kobani Update: Possible ISIS Chemical Attack On Kurdish Civilians In Kobani,1385,unrelated
US officials: Video shows American's execution,2304,unrelated
The baby from Teletubbies reveals herself,1331,unrelated
‘Photo of slain IS leader’ reported to be doctored,511,unrelated
Amazon plans ad-supported video streaming service - NY post,2287,unrelated
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,630,unrelated
Man Severed Penis That Failed To Impress Girls,1249,unrelated
BATMAN VS. SUPERMAN BATMOBILE STOLEN,1790,unrelated
Bali spider burrows under Aussie’s chest,959,unrelated
Breaking: Soldier shot at National War Memorial in Ottawa,1988,unrelated
WATCH: Twitter catches fire amid rumors of Fidel Castro’s death,879,unrelated
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,195,unrelated
Small Meteorite Strikes in Nicaragua's Capital City of Managua,204,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,459,unrelated
Missing Libyan jetliners raise fears of terror attacks on 9/11,2251,unrelated
ISIS Getting Ebola,1004,unrelated
Sadly Vladimir Putin Hasn’t Been Driving Round In A Motorcade Shaped Like A Penis,1549,unrelated
Magic mushrooms found in BUCKINGHAM PALACE by Alan Titchmarsh,513,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,755,unrelated
Catholic Priest Claims God Is Female After Clinically Dead Experience,1213,unrelated
Mum Offers to Sell Twin Boy to Save Twin Girl,1337,unrelated
Seven girls as young as 13 become pregnant on a school trip,557,unrelated
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,2016,unrelated
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,2305,discuss
Boko Haram denies ceasefire claim by Nigeria's government,2096,unrelated
Batmobile wasn't stolen: Cops,251,unrelated
Seven teenage girls get pregnant on school trip,2230,unrelated
New policy could reduce marijuana possession arrests,2307,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,2317,unrelated
This Kid Made $72 Million During Lunch,1024,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,459,unrelated
CNN audio: Is this the moment Michael Brown was shot?,1803,unrelated
Has Ebola infected Isis militants in Mosul?,1669,discuss
Meteorite 'caused mysterious boom in Nicaragua',1948,unrelated
A Man Says Comcast Called His Boss And Got Him Fired After He Complained About Its Service,2034,unrelated
Macaulay Culkin Victim of Another Online Death Hoax,2266,unrelated
Pentagon: ISIS Got U.S. Weapons Package,986,unrelated
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,2327,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,132,unrelated
Fence-jumper made it farther in White House than Secret Service let on,744,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,93,unrelated
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,1256,discuss
British rapper a suspect in ISIS beheading,913,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,1724,unrelated
Lebanon detains wife and son of Al-Baghdadi,2268,discuss
Libya: Missing Libya Planes Spark Security Concerns,846,unrelated
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1673,unrelated
'Sex attacker' has penis cut off with a cleaver in India,859,unrelated
Mexico finds 4 more graves at site of suspected student massacre,761,unrelated
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,199,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,1461,unrelated
Police Looking For A Man That Slaps People When They Sneeze!,1660,unrelated
Boko Haram denies it has agreed ceasefire,2530,discuss
‘Cannibal mother tries to eat her newborn baby after giving birth’,1462,discuss
Video Purports To Show Beheading Of U.S. Journalist By Militants,1288,discuss
Opposition group: ISIS militants training to fly warplanes in Syria,819,unrelated
Founding Fathers-Era Time Capsule Found in Boston,601,unrelated
Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,1739,unrelated
Alleged audio of Michael Brown shooting has surfaced,2345,discuss
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,40,unrelated
Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,258,unrelated
DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,845,unrelated
Did a Meteorite Impact in Nicaragua over the Weekend?,649,unrelated
Isis claims it has US airdrop of weapons,1120,discuss
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,689,unrelated
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,1637,unrelated
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,1489,discuss
Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,1060,discuss
Lebanon detains wife and son of Al-Baghdadi,2360,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1192,discuss
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,236,unrelated
Lebanon confirms holding ISIS chief’s kin,1471,unrelated
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,979,unrelated
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,1589,unrelated
